"Id";"Data transakcji / wyceny";"Województwo";"Powiat";"Gmina";"Miejscowość";"Dzielnica";"Obręb geodezyjny";"Arkusz mapy";"Ulica";"Nr domu";"Nr lokalu";"Powierzchnia użytkowa (m2)";"Cena";"Cena m2 p.u.";"Cena z uwzględnieniem miejsca postojowego";"Cena m2 p.u. z uwzględnieniem miejsca postojowego";"Kondygnacja lokalu";"Liczba kondygnacji";"Liczba izb";"Rok budowy";"Rodzaj budynku";"Stan prawny lokalu";"Stan prawny gruntu";"Źródło informacji";"Opis";"Konstrukcja budynku";"Cena brutto";"Cena brutto m2 p.u.";"Cena brutto z uwzględnieniem miejsca postojowego";"Cena brutto m2 p.u. z uwzględnieniem miejsca postojowego";"Nr KW";"Sąd wieczystoksięgowy";"Nr aktu notarialnego";"Źródło danych do wpisu";"Sprzedający";"Kupujący";"Pomieszczenia przynależne - ilość";"Pomieszczenie przynależne - opis";"Cena p. przynależnego zawarta w cenie transakcyjnej";"Pomieszczenia przynależne - Cena za sztukę";"Liczba miejsc postojowych";"Rodzaj miejsca postojowego";"Cena m. postojowego zawarta w cenie transakcyjnej";"M. postojowe - Cena za sztukę";"Pomieszczenia inne przynależne";"Pozostałe obiekty";"Funkcjonalność lokalu";"Standard lokalu";"Powierzchnia użytkowa budynku";"Standard techniczny budynku";"Modernizowany w ostatnich 5 latach";"Ekspozycja lokalu";"Winda";"Kod pocztowy";"Osiedle";"Strefa miasta";"Otoczenie";"Dostępność komunikacyjna";"Źródło ceny";"Cena (waluta)";"Waluta";"Kurs waluty z dn. transakcji";"Stan prawny budynku";"Dział III KW lokalu";"Dział III KW gruntu";"Wartość rynkowa";"Wartość odtworzeniowa";"Stawka VAT";"M. postojowe - Stawka VAT";"Data utworzenia";"Data modyfikacji";"Wpisana przez";"Modyfikowana przez";"Świadectwo charakterystyki energetycznej";"Nr św. ch. energetycznej";"Wskaźnik zapotrzebowania na energię pierwotną (EP)";"Wskaźnik zapotrzebowania na energię pierwotną (EK)";"Numer działki";"Pole powierzchni gruntu";"Udział"
"";"2017-09-05";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Kozanów (31)";"7";"ul. KOLISTA ";"14 ";"31";"63.42";"325000.00";"5124.57";"";"";"";"";"4";"";"";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"3 pokoje, kuchnia, łazienka, wc, przedpokój, komórka;Obręb: 0031 - Kozanów, Ark.: 7, Nr dz.: 38/6;księga gruntowa: WR1K/00192506/9";"";"325000.00";"5124.57";"";"";"WR1K/00309002/0";"Sąd Rejonowy dla Wrocławia - Krzyków";"8304/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"54-152";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"38/6";"1862";"131/10000
"
"";"2017-04-25";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Kozanów (31)";"7";"ul. KOLISTA ";"19 ";"16";"75.65";"310500.00";"4104.43";"";"";"";"";"4";"";"";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"3 pokoje, kuchnia, łazienka, wc, przedpokój, komórka o pow.3.25m2;Obręb: 0031 - Kozanów, Ark.: 7, Nr dz.: 38/6;księga gruntowa: WR1K/00192506/9";"";"310500.00";"4104.43";"";"";"WR1K/00233787/2";"Sąd Rejonowy dla Wrocławia - Krzyków";"3543/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"54-152";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"38/6";"1862";"163/10000
"
"";"2017-07-05";"dolnośląskie";"Wrocław";"Wrocław-Krzyki (delegatura)";"Wrocław-Krzyki";"Krzyki";"Południe (22)";"15";"ul. KOMANDORSKA ";"41 ";"4";"42.0";"250000.00";"5952.38";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"1 piętro, 2 pokoje, kuchnia,łazienka, wc, przedpokój;Obręb: 0022 - Południe, Ark.: 15, Nr dz.: 16/3;księga gruntowa: WR1K/00224157/1";"";"250000.00";"5952.38";"";"";"WR1K/00122043/4";"Sąd Rejonowy dla Wrocławia - Krzyków";"2737/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"53-342";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"16/3";"4734";"110/10000
"
"";"2017-08-22";"dolnośląskie";"Wrocław";"Wrocław-Krzyki (delegatura)";"Wrocław-Krzyki";"Krzyki";"Południe (22)";"24";"ul. KOMANDORSKA ";"75 ";"13";"27.0";"235000.00";"8703.70";"";"";"";"";"2";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"4 pietro, jeden pokój,kuchnia,łazienka,przedpokój;Obręb: 0022 - Południe, Ark.: 24, Nr dz.: 7/2;księga gruntowa: WR1K/00166370/5";"";"235000.00";"8703.70";"";"";"WR1K/00239645/7";"Sąd Rejonowy dla Wrocławia - Krzyków";"1211/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"53-342";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"7/2";"3780";"29/10000
"
"";"2017-07-06";"dolnośląskie";"Wrocław";"Wrocław-Krzyki (delegatura)";"Wrocław-Krzyki";"Krzyki";"Południe (22)";"9";"ul. KOMUNY PARYSKIEJ ";"49-51 ";"12";"30.17";"219000.00";"7258.87";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"4 piętro,pokój,kuchnia,przedpokój,łazienka;Obręb: 0022 - Południe, Ark.: 9, Nr dz.: 93;księga gruntowa: WR1K/00070554/9";"";"219000.00";"7258.87";"";"";"WR1K/00187735/5";"Sąd Rejonowy dla Wrocławia - Krzyków";"2847/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-452";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"93";"488";"118/10000
"
"";"2017-01-23";"dolnośląskie";"Wrocław";"Wrocław-Krzyki (delegatura)";"Wrocław-Krzyki";"Krzyki";"Południe (22)";"9";"ul. KOMUNY PARYSKIEJ ";"49-51 ";"16";"47.53";"340000.00";"7153.38";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"4 piętro, 2 pokoje, kuchnia, przedpokój iłazienka;Obręb: 0022 - Południe, Ark.: 9, Nr dz.: 93;księga gruntowa: WR1K/00070554/9";"";"340000.00";"7153.38";"";"";"WR1K/00187754/4";"Sąd Rejonowy dla Wrocławia - Krzyków";"863/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-452";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"93";"488";"186/10000
"
"";"2017-06-29";"dolnośląskie";"Wrocław";"Wrocław-Krzyki (delegatura)";"Wrocław-Krzyki";"Krzyki";"Południe (22)";"8";"ul. KOMUNY PARYSKIEJ ";"5 ";"11";"31.85";"210000.00";"6593.41";"";"";"";"";"2";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek wtórny";"2 piętro, pokój, kuchnia, łazienka i przedpokój;Obręb: 0022 - Południe, Ark.: 8, Nr dz.: 13;księga gruntowa: WR1K/00072102/0";"";"210000.00";"6593.41";"";"";"WR1K/00117613/3";"Sąd Rejonowy dla Wrocławia - Krzyków";"2676/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-451";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13";"333";"29/1000
"
"";"2017-03-08";"dolnośląskie";"Wrocław";"Wrocław-Krzyki (delegatura)";"Wrocław-Krzyki";"Krzyki";"Południe (22)";"9";"ul. KOMUNY PARYSKIEJ ";"55 ";"3";"23.22";"189000.00";"8139.53";"";"";"";"";"2";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek wtórny";"1 pietro, jeden pokój,przedpokój z aneksem kuchennym,łazienka;Obręb: 0022 - Południe, Ark.: 9, Nr dz.: 61;księga gruntowa: WR1K/00067835/9";"";"189000.00";"8139.53";"";"";"WR1K/00353278/8";"Sąd Rejonowy dla Wrocławia - Krzyków";"20646/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-452";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"61";"230";"247/10000
"
"";"2017-08-10";"dolnośląskie";"Wrocław";"Wrocław-Krzyki (delegatura)";"Wrocław-Krzyki";"Krzyki";"Południe (22)";"9";"ul. KOMUNY PARYSKIEJ ";"69 ";"7";"34.74";"184000.00";"5296.49";"";"";"";"";"2";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"2 piętro, pokój, kuchnia, łazienka, przedpokój oraz piwnica o pow. 3.10 m2;Obręb: 0022 - Południe, Ark.: 9, Nr dz.: 64;księga gruntowa: WR1K/00070552/5";"";"184000.00";"5296.49";"";"";"WR1K/00159216/6";"Sąd Rejonowy dla Wrocławia - Krzyków";"1914/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-452";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"64";"245";"370/10000
"
"";"2017-05-29";"dolnośląskie";"Wrocław";"Wrocław-Krzyki (delegatura)";"Wrocław-Krzyki";"Krzyki";"Południe (22)";"10";"ul. KOMUNY PARYSKIEJ ";"83 ";"36";"56.97";"305000.00";"5353.69";"";"";"";"";"2";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"b.d;Vpiętro, 2 pokoje w tym jeden z aneksem kuchennym, łazienka, hoI, garderoba orazpomieszczenie przynależne (piwnica na poziomie -1) -pow. użytkowa 56.97 m2 to pow.wraz z pomieszczeniem przynależnym;Obręb: 0022 - Południe, Ark.: 10, Nr dz.: 1/5;księga gruntowa: WR1K/00137797/2";"";"305000.00";"5353.69";"";"";"WR1K/00273631/6";"Sąd Rejonowy dla Wrocławia - Krzyków";"969/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-452";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1/5";"1964";"84/10000
"
"";"2017-05-12";"dolnośląskie";"Wrocław";"Wrocław-Krzyki (delegatura)";"Wrocław-Krzyki";"Krzyki";"Południe (22)";"8";"ul. KOMUNY PARYSKIEJ ";"9 ";"10";"36.93";"185000.00";"5009.48";"";"";"";"";"2";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"3 piętro , pokój, kuchnia, łazienka i przedpokój;Obręb: 0022 - Południe, Ark.: 8, Nr dz.: 15;księga gruntowa: WR1K/00061978/1";"";"185000.00";"5009.48";"";"";"WR1K/00083288/7";"Sąd Rejonowy dla Wrocławia - Krzyków";"1637/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-451";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"174";"622/10000
"
"";"2017-05-19";"dolnośląskie";"Wrocław";"Wrocław-Krzyki (delegatura)";"Wrocław-Krzyki";"Krzyki";"Brochów (12)";"12";"ul. KONDUKTORSKA ";"4 ";"1";"26.9";"180000.00";"6691.45";"";"";"";"";"1";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"parter, pokój połączony z przedpokojem i aneksem kuchennym, łazienka;Obręb: 0012 - Brochów, Ark.: 12, Nr dz.: 4/32;księga gruntowa: WR1K/00339278/4";"";"180000.00";"6691.45";"";"";"WR1K/00347404/6";"Sąd Rejonowy dla Wrocławia - Krzyków";"11510/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"52-130";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4/32";"6868";"45/10000
"
"";"2017-09-08";"dolnośląskie";"Wrocław";"Wrocław-Krzyki (delegatura)";"Wrocław-Krzyki";"Krzyki";"Brochów (12)";"12";"ul. KONDUKTORSKA ";"4 ";"18";"46.41";"325000.00";"7002.80";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"";"Umowa ostateczna sprzedaży rynek wtórny";"I piętro, 2 pokoje,1 pokój z aneksem kuchennym połączony z przedpokojem, łazienka +miejsce postojowe w garażu GW-P6;Obręb: 0012 - Brochów, Ark.: 12, Nr dz.: 3/4,4/32,5/13;księga gruntowa: WR1K/00339278/4";"";"325000.00";"7002.80";"";"";"WR1K/00345622/6";"Sąd Rejonowy dla Wrocławia - Krzyków";"11159/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"52-130";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3/4,4/32,5/13";"7644";"78/10000
"
"";"2017-02-20";"dolnośląskie";"Wrocław";"Wrocław-Krzyki (delegatura)";"Wrocław-Krzyki";"Krzyki";"Brochów (12)";"12";"ul. KONDUKTORSKA ";"6 ";"48";"36.36";"182002.00";"5005.56";"";"";"";"";"2";"";"";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"brutto;poddasze, 2 pokoje, w tym jeden z aneksem kuchennym połączony z przedpokojem,łazienka, prawo do wyłącznego korzystania z balkonu przylegającego do lokalu;Obręb: 0012 - Brochów, Ark.: 12, Nr dz.: 4/25, 4/26,5/14;księga gruntowa: WR1K/00339276/0";"";"182002.00";"5005.56";"";"";"WR1K/00356135/5";"Sąd Rejonowy dla Wrocławia - Krzyków";"3643/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"52-130";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4/25, 4/26,5/14";"6134";"64/10000
"
"";"2017-03-13";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Złotniki (47)";"5";"ul. KOSMONAUTÓW ";"230 ";"12";"65.64";"334800.00";"5100.55";"";"";"";"";"4";"";"";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"3 pokoje, kuchnia, łazienka, wc, dwa przedpokoje , komórka o pow. 2.04m2, udział1/666 w AM 5 dz.7/6,7/7;Obręb: 0047 - Złotniki, Ark.: 5, Nr dz.: 7/3;księga gruntowa: WR1K/00199609/0";"";"334800.00";"5100.55";"";"";"WR1K/00232173/8";"Sąd Rejonowy dla Wrocławia - Krzyków";"2340/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"54-042";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"7/3";"2936";"242/10000
"
"";"2017-06-28";"dolnośląskie";"Wrocław";"Wrocław-Śródmieście (delegatura)";"Wrocław-Śródmieście";"Śródmieście";"Sępolno (06)";"2";"ul. KOSYNIERÓW GDYNSKICH ";"13 ";"2";"62.4";"475000.00";"7612.18";"";"";"";"";"4";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"parter, 3 pokoje,kuchnia, łazienka,przedpokój;Obręb: 0006 - Sępolno, Ark.: 2, Nr dz.: 66/35;księga gruntowa: WR1K/00061845/0";"";"475000.00";"7612.18";"";"";"WR1K/00087168/8";"Sąd Rejonowy dla Wrocławia - Krzyków";"1804/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"51-689";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"66/35";"166";"1848/10000
"
"";"2017-06-08";"dolnośląskie";"Wrocław";"Wrocław-Śródmieście (delegatura)";"Wrocław-Śródmieście";"Śródmieście";"Sępolno (06)";"3";"ul. KOSYNIERÓW GDYNSKICH ";"66 ";"2";"68.18";"360000.00";"5280.14";"";"";"";"";"4";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek wtórny";"parter, 3 pokoje,kuchnia,łazienka,wc,przedpokój;Obręb: 0006 - Sępolno, Ark.: 3, Nr dz.: 198/9;księga gruntowa: WR1K/00069788/8";"";"360000.00";"5280.14";"";"";"WR1K/00069636/8";"Sąd Rejonowy dla Wrocławia - Krzyków";"3943/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"51-686";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"198/9";"186";"1/1
"
"";"2017-03-15";"dolnośląskie";"Wrocław";"Wrocław-Śródmieście (delegatura)";"Wrocław-Śródmieście";"Śródmieście";"Sępolno (06)";"2";"ul. KOSYNIERÓW GDYNSKICH ";"8a ";"1";"67.95";"262500.00";"3863.13";"";"";"";"";"4";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek wtórny";"parter, 3 pokoje, kuchnia,łazienka,przedpokój;Obręb: 0006 - Sępolno, Ark.: 2, Nr dz.: 37/5;księga gruntowa: WR1K/00059967/4";"";"262500.00";"3863.13";"";"";"WR1K/00207941/9";"Sąd Rejonowy dla Wrocławia - Krzyków";"5085/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"51-689";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"37/5";"172";"2050/10000
"
"";"2017-09-07";"dolnośląskie";"Wrocław";"Wrocław-Śródmieście (delegatura)";"Wrocław-Śródmieście";"Śródmieście";"Sępolno (06)";"3";"ul. KOSYNIERÓW GDYNSKICH ";"90 ";"3";"53.04";"349000.00";"6579.94";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"2 kondygnacja, 2 pokoje,kuchnia,łazienka,przedpokój;Obręb: 0006 - Sępolno, Ark.: 3, Nr dz.: 104/26;księga gruntowa: WR1K/00071277/0";"";"349000.00";"6579.94";"";"";"WR1K/00234949/3";"Sąd Rejonowy dla Wrocławia - Krzyków";"18811/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"51-687";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"104/26";"142";"1926/10000
"
"";"2017-09-22";"dolnośląskie";"Wrocław";"Wrocław-Psie Pole (delegatura)";"Wrocław-Psie Pole";"Psie Pole";"Karłowice (50)";"14";"ul. KOSZAROWA ";"10 ";"2";"76.79";"345000.00";"4492.77";"";"";"";"";"4";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"2 kondygnacja-3 pokoje,kuchnia,łazienka,przedpokój oraz piwnica o pow.9.80 m2;Obręb: 0050 - Karłowice, Ark.: 14, Nr dz.: 214/2;księga gruntowa: KW139164";"";"345000.00";"4492.77";"";"";"WR1K/00173912/9";"Sąd Rejonowy dla Wrocławia - Krzyków";"1713/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"51-149";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"214/2";"503";"3676/10000
"
"";"2017-07-14";"dolnośląskie";"Wrocław";"Wrocław-Stare Miasto (delegatura)";"Wrocław-Stare Miasto";"Stare Miasto";"Stare Miasto (01)";"26";"ul. KOTLARSKA ";"39 ";"4";"59.63";"405000.00";"6791.88";"";"";"";"";"4";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"b.d.;Lokal położony na Ip., składa się z 3 pokoi, kuchni, łazienki i przedpokoju;Obręb: 0001 - Stare Miasto, Ark.: 26, Nr dz.: 71/9;księga gruntowa: ";"";"405000.00";"6791.88";"";"";"WR1K/00079371/5";"Sąd Rejonowy dla Wrocławia - Krzyków";"359/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-120";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"71/9";"231";"833/10000
"
"";"2017-06-19";"dolnośląskie";"Wrocław";"Wrocław-Stare Miasto (delegatura)";"Wrocław-Stare Miasto";"Stare Miasto";"Stare Miasto (01)";"27";"ul. KOTLARSKA ";"5 ";"23";"38.81";"135000.00";"3478.48";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek wtórny";"V piętro,2 pokoje,kuchnia,łazienka,wc i przedpokój;Obręb: 0001 - Stare Miasto, Ark.: 27, Nr dz.: 21/3;księga gruntowa: WR1K/00056374/9";"";"135000.00";"3478.48";"";"";"WR1K/00066729/6";"Sąd Rejonowy dla Wrocławia - Krzyków";"821/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-150";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"21/3";"225";"413/10000
"
"";"2017-07-03";"dolnośląskie";"Wrocław";"Wrocław-Stare Miasto (delegatura)";"Wrocław-Stare Miasto";"Stare Miasto";"Stare Miasto (01)";"27";"ul. KOTLARSKA ";"5 ";"23";"38.81";"170000.00";"4380.31";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek wtórny";"V piętro,2 pokoje.kuchnia,łazienka,wc i przedpokój;Obręb: 0001 - Stare Miasto, Ark.: 27, Nr dz.: 21/3;księga gruntowa: WR1K/00056374/9";"";"170000.00";"4380.31";"";"";"WR1K/00269823/8";"Sąd Rejonowy dla Wrocławia - Krzyków";"";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-150";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"21/3";"225";"413/10000
"
"";"2017-07-14";"dolnośląskie";"Wrocław";"Wrocław-Psie Pole (delegatura)";"Wrocław-Psie Pole";"Psie Pole";"Zgorzelisko (69)";"4";"ul. KOWIENSKA ";"31p ";"2";"76.58";"369000.00";"4818.49";"";"";"";"";"0";"";"";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"w tym cena udziału 400/5530 cz.w działce 53/19 stanowiącej drogędojazdową-2002ł.;parter , 2 korytarze , pokój z aneksem kuchennym połączony z korytarzem,2 łazienki i3 pokoje;Obręb: 0069 - Zgorzelisko, Ark.: 4, Nr dz.: 53/33;księga gruntowa: WR1K/00331873/9";"";"369000.00";"4818.49";"";"";"WR1K/00331874/6";"Sąd Rejonowy dla Wrocławia - Krzyków";"5381/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"51-351";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"53/33";"181";"7568/10000
"
"";"2017-08-22";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Kozanów (31)";"3";"ul. KOZANOWSKA ";"117 ";"12";"47.4";"271500.00";"5727.85";"";"";"";"";"3";"";"";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"2 pokoje, kuchnia,łazienka,wc, przedpokój+ komórka 2.2 m2;Obręb: 0031 - Kozanów, Ark.: 3, Nr dz.: 72/26,75/27,75/28;księga gruntowa: WR1K/00205822/5";"";"271500.00";"5727.85";"";"";"WR1K/00176611/0";"Sąd Rejonowy dla Wrocławia - Krzyków";"50536/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"54-152";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"72/26,75/27,75/28";"14073";"28/10000
"
"";"2017-09-04";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Kozanów (31)";"8";"ul. KOZANOWSKA ";"28 ";"16";"59.6";"300000.00";"5033.56";"";"";"";"";"4";"";"";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"3 pokoje, kuchnia, łazienka, wc, przedpokój , piwnica o pow.2.35m2;Obręb: 0031 - Kozanów, Ark.: 8, Nr dz.: 158/7;księga gruntowa: WR1K/00192484/8";"";"300000.00";"5033.56";"";"";"WR1K/00224150/2";"Sąd Rejonowy dla Wrocławia - Krzyków";"5542/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"54-152";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"158/7";"2177";"92/10000
"
