"Id";"Data transakcji / wyceny";"Województwo";"Powiat";"Gmina";"Miejscowość";"Dzielnica";"Obręb geodezyjny";"Arkusz mapy";"Ulica";"Nr domu";"Nr lokalu";"Powierzchnia użytkowa (m2)";"Cena";"Cena m2 p.u.";"Cena z uwzględnieniem miejsca postojowego";"Cena m2 p.u. z uwzględnieniem miejsca postojowego";"Kondygnacja lokalu";"Liczba kondygnacji";"Liczba izb";"Rok budowy";"Rodzaj budynku";"Stan prawny lokalu";"Stan prawny gruntu";"Źródło informacji";"Opis";"Konstrukcja budynku";"Cena brutto";"Cena brutto m2 p.u.";"Cena brutto z uwzględnieniem miejsca postojowego";"Cena brutto m2 p.u. z uwzględnieniem miejsca postojowego";"Nr KW";"Sąd wieczystoksięgowy";"Nr aktu notarialnego";"Źródło danych do wpisu";"Sprzedający";"Kupujący";"Pomieszczenia przynależne - ilość";"Pomieszczenie przynależne - opis";"Cena p. przynależnego zawarta w cenie transakcyjnej";"Pomieszczenia przynależne - Cena za sztukę";"Liczba miejsc postojowych";"Rodzaj miejsca postojowego";"Cena m. postojowego zawarta w cenie transakcyjnej";"M. postojowe - Cena za sztukę";"Pomieszczenia inne przynależne";"Pozostałe obiekty";"Funkcjonalność lokalu";"Standard lokalu";"Powierzchnia użytkowa budynku";"Standard techniczny budynku";"Modernizowany w ostatnich 5 latach";"Ekspozycja lokalu";"Winda";"Kod pocztowy";"Osiedle";"Strefa miasta";"Otoczenie";"Dostępność komunikacyjna";"Źródło ceny";"Cena (waluta)";"Waluta";"Kurs waluty z dn. transakcji";"Stan prawny budynku";"Dział III KW lokalu";"Dział III KW gruntu";"Wartość rynkowa";"Wartość odtworzeniowa";"Stawka VAT";"M. postojowe - Stawka VAT";"Data utworzenia";"Data modyfikacji";"Wpisana przez";"Modyfikowana przez";"Świadectwo charakterystyki energetycznej";"Nr św. ch. energetycznej";"Wskaźnik zapotrzebowania na energię pierwotną (EP)";"Wskaźnik zapotrzebowania na energię pierwotną (EK)";"Numer działki";"Pole powierzchni gruntu";"Udział"
"";"2017-08-04";"dolnośląskie";"Wrocław";"Wrocław-Psie Pole (delegatura)";"Wrocław-Psie Pole";"Psie Pole";"Pawłowice (56)";"18";"ul. JEZIOROWA ";"23c ";"2";"48.02";"254000.00";"5289.46";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"I piętro, 2 pokoje, kuchnia, łazienka, przedpokój;Obręb: 0056 - Pawłowice, Ark.: 18, Nr dz.: 46/21,46/29;księga gruntowa: *KW140212";"";"254000.00";"5289.46";"";"";"*KW140213";"Sąd Rejonowy dla Wrocławia - Krzyków";"15494/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"51-252";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"46/21,46/29";"2207";"25/1000
"
"";"2017-06-22";"dolnośląskie";"Wrocław";"Wrocław-Psie Pole (delegatura)";"Wrocław-Psie Pole";"Psie Pole";"Pawłowice (56)";"18";"ul. JEZIOROWA ";"23d ";"1";"47.65";"300000.00";"6295.91";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"I piętro, 3 pokoje, aneks kuchenny, przedpokój, łazienka;Obręb: 0056 - Pawłowice, Ark.: 18, Nr dz.: 46/21,46/29;księga gruntowa: KW140213";"";"300000.00";"6295.91";"";"";"WR1K/00164476/4";"Sąd Rejonowy dla Wrocławia - Krzyków";"2366/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"51-252";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"46/21,46/29";"2207";"24/10000
"
"";"2017-06-23";"dolnośląskie";"Wrocław";"Wrocław-Krzyki (delegatura)";"Wrocław-Krzyki";"Krzyki";"Partynice (21)";"6";"ul. JEŻDZIECKA ";"4 ";"10";"27.38";"222500.00";"8126.37";"";"";"";"";"1";"";"wieIorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"2 piętro,pokój z aneksem kuchennym, łazienka;Obręb: 0021 - Partynice, Ark.: 6, Nr dz.: 15/3;księga gruntowa: WR1K/00087022/3";"";"222500.00";"8126.37";"";"";"92/10000";"Sąd Rejonowy dla Wrocławia - Krzyków";"68467/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"53-032";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15/3";"2138";"92/10000
"
"";"2017-07-03";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Oporów (40)";"4";"ul. JORDANOWSKA ";"24 ";"2";"68.75";"380000.00";"5527.27";"";"";"";"";"4";"";"wieIorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"II kondygnacja, 3 pokoje, kuchnia, łazienka , przedpokój oraz pomieszczeniegospodarcze w piwnicy o pow. 8.12 m2;Obręb: 0040 - Oporów, Ark.: 4, Nr dz.: 45/1;księga gruntowa: ";"";"380000.00";"5527.27";"";"";"WR1K/00078420/7";"Sąd Rejonowy dla Wrocławia - Krzyków";"3715/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"52-403";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"45/1";"666";"365/1000
"
"";"2017-09-25";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Oporów (40)";"3";"ul. JORDANOWSKA ";"44 ";"3";"73.0";"460000.00";"6301.37";"";"";"";"";"4";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"cena , miejsca postojowego oddzielnie;III kondygnacja, 4 pokoje w tym jeden z aneksem kuchennym, wc, łazienka iprzedpokój.;Obręb: 0040 - Oporów, Ark.: 3, Nr dz.: 51/29;księga gruntowa: ";"";"460000.00";"6301.37";"";"";"WR1K/00182191/4";"Sąd Rejonowy dla Wrocławia - Krzyków";"19581/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"52-403";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"51/29";"305";"2569/10000
"
"";"2017-02-09";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Oporów (40)";"21";"ul. JORDANOWSKA ";"71 ";"16";"38.64";"";"";"";"";"";"";"2";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"brutto;III kondygnacja, 2 pokoje w tym jeden z aneksem kuchennym, łazienka, korytarz igarderoba.;Obręb: 0040 - Oporów, Ark.: 21, Nr dz.: 3/2;księga gruntowa: WR1K/00204637/4";"";"";"";"";"";"WR1K/00352186/9";"Sąd Rejonowy dla Wrocławia - Krzyków";"669/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"52-403";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3/2";"2188";"3864/115448
"
"";"2017-07-05";"dolnośląskie";"Wrocław";"Wrocław-Śródmieście (delegatura)";"Wrocław-Śródmieście";"Śródmieście";"Plac Grunwaldzki (05)";"9";"ul. JÓZEFA LOMPY ";"10 ";"4";"63.8";"345000.00";"5407.52";"";"";"";"";"4";"";"";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"1 pietro, 3 pokoje,kuchnia,łazienkla,przedpokój,komórka;Obręb: 0005 - Plac Grunwaldzki, Ark.: 9, Nr dz.: 37;księga gruntowa: WR1K/00083185/5";"";"345000.00";"5407.52";"";"";"WR1K/00347275/2";"Sąd Rejonowy dla Wrocławia - Krzyków";"72787/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-308";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"37";"1769";"184/10000
"
"";"2017-07-21";"dolnośląskie";"Wrocław";"Wrocław-Śródmieście (delegatura)";"Wrocław-Śródmieście";"Śródmieście";"Plac Grunwaldzki (05)";"9";"ul. JÓZEFA LOMPY ";"3-5 ";"13";"66.9";"285000.00";"4260.09";"";"";"";"";"4";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek wtórny";"4 piętro,3 pokoje,kuchnia,łazienka,wc,przedpokój,;Obręb: 0005 - Plac Grunwaldzki, Ark.: 9, Nr dz.: 60;księga gruntowa: WR1K/00073651/0";"";"285000.00";"4260.09";"";"";"WR1K/00074365/5";"Sąd Rejonowy dla Wrocławia - Krzyków";"3568/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-308";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"60";"226";"922/10000
"
"";"2017-07-26";"dolnośląskie";"Wrocław";"Wrocław-Śródmieście (delegatura)";"Wrocław-Śródmieście";"Śródmieście";"Plac Grunwaldzki (05)";"34";"ul. JÓZEFA MARII HOENE WRONSKIEGO ";"14d ";"9";"71.1";"475000.00";"6680.73";"";"";"";"";"4";"";"";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"5 piętro, 3 pokoj,kuchnia,przedpokój,łazienka z wc,komórka;Obręb: 0005 - Plac Grunwaldzki, Ark.: 34, Nr dz.: 13;księga gruntowa: WR1K/00096633/5";"";"475000.00";"6680.73";"";"";"WR1K/00290998/1";"Sąd Rejonowy dla Wrocławia - Krzyków";"4586/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13";"1792";"144/10000
"
"";"2017-04-24";"dolnośląskie";"Wrocław";"Wrocław-Śródmieście (delegatura)";"Wrocław-Śródmieście";"Śródmieście";"Plac Grunwaldzki (05)";"34";"ul. JÓZEFA MARII HOENE-WRONSKIEGO ";"20 ";"3";"60.1";"415000.00";"6905.16";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek wtórny";"1 pietro, 2 pokoje, pokój z aneksem kuchennym, przedpokój, łazienka, komórka o pow.2.30 m2;Obręb: 0005 - Plac Grunwaldzki, Ark.: 34, Nr dz.: 7;księga gruntowa: WR1K/00096691/9";"";"415000.00";"6905.16";"";"";"WR1K/00252659/5";"Sąd Rejonowy dla Wrocławia - Krzyków";"658/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-376";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"7";"405";"9028/100000
"
"";"2017-06-02";"dolnośląskie";"Wrocław";"Wrocław-Śródmieście (delegatura)";"Wrocław-Śródmieście";"Śródmieście";"Plac Grunwaldzki (05)";"18";"ul. JÓZEFA ROSTAFINSKIEGO ";"12 ";"6";"79.27";"305000.00";"3847.61";"";"";"";"";"4";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek wtórny";"II piętro, trzy pokoje, kuchnia, łazienka z wc, przedpokój, garderoba i spiżarka;Obręb: 0005 - Plac Grunwaldzki, Ark.: 18, Nr dz.: 82;księga gruntowa: WR1K/00072563/9";"";"305000.00";"3847.61";"";"";"WR1K/00246374/8";"Sąd Rejonowy dla Wrocławia - Krzyków";"2386/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-247";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"82";"235";"844/10000
"
"";"2017-06-19";"dolnośląskie";"Wrocław";"Wrocław-Śródmieście (delegatura)";"Wrocław-Śródmieście";"Śródmieście";"Plac Grunwaldzki (05)";"18";"ul. JÓZEFA ROSTAFINSKIEGO ";"14 ";"5";"106.98";"355000.00";"3318.38";"";"";"";"";"4";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek wtórny";"1 piętro,3 pokoje, kuchnia,łazienka,wc,przedpokój, garderoba;Obręb: 0005 - Plac Grunwaldzki, Ark.: 18, Nr dz.: 83;księga gruntowa: WR1K/00073536/8";"";"355000.00";"3318.38";"";"";"WR1K/00355858/2";"Sąd Rejonowy dla Wrocławia - Krzyków";"4930/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-247";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"83";"280";"957/10000
"
"";"2017-04-11";"dolnośląskie";"Wrocław";"Wrocław-Krzyki (delegatura)";"Wrocław-Krzyki";"Krzyki";"Klecina (15)";"12";"ul. JÓZEFA SUPINSKIEGO ";"6 ";"2";"63.34";"370000.00";"5841.49";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"parter,3 pokoje w tym jeden z aneksem kuchennym, łazienka,wc,przedpokój;Obręb: 0015 - Klecina, Ark.: 12, Nr dz.: 79;księga gruntowa: WR1K/00117121/7";"";"370000.00";"5841.49";"";"";"WR1K/00293802/2";"Sąd Rejonowy dla Wrocławia - Krzyków";"965/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"52-317";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"79";"1421";"232/10000
"
"";"2017-04-10";"dolnośląskie";"Wrocław";"Wrocław-Śródmieście (delegatura)";"Wrocław-Śródmieście";"Śródmieście";"Plac Grunwaldzki (05)";"18";"ul. JULIANA URSYNA NIEMCEWICZA ";"36 ";"3";"75.03";"300000.00";"3998.40";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek wtórny";"I piętro, dwa pokoje, kuchnia, łazienka z wc, przedpokój;Obręb: 0005 - Plac Grunwaldzki, Ark.: 18, Nr dz.: 167;księga gruntowa: WR1K/00074085/8";"";"300000.00";"3998.40";"";"";"WR1K/00292071/1";"Sąd Rejonowy dla Wrocławia - Krzyków";"18108/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-238";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"167";"210";"1021/10000
"
"";"2017-02-20";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Leśnica (33)";"12";"ul. JUNACKA ";"7 ";"10";"23.63";"130000.00";"5501.48";"";"";"";"";"2";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"III piętro, pokój, kuchnia, łazienka, przedpokój oraz piwnica o pow. 2.64m2;Obręb: 0033 - Leśnica, Ark.: 12, Nr dz.: 10/15;księga gruntowa: WR1K/00112976/0";"";"130000.00";"5501.48";"";"";"WR1K/00344251/7";"Sąd Rejonowy dla Wrocławia - Krzyków";"3182/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"54-020";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10/15";"214";"516/10000
"
"";"2017-06-02";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Leśnica (33)";"12";"ul. JUNACKA ";"7 ";"10";"23.63";"139000.00";"5882.35";"";"";"";"";"2";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"III piętro, pokój, kuchnia, łazienka, przedpokój oraz piwnica o pow. 2.64m2;Obręb: 0033 - Leśnica, Ark.: 12, Nr dz.: 10/15;księga gruntowa: WR1K/00112976/0";"";"139000.00";"5882.35";"";"";"WR1K/00344251/7";"Sąd Rejonowy dla Wrocławia - Krzyków";"10861/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"54-020";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10/15";"214";"516/10000
"
"";"2017-06-13";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Leśnica (33)";"12";"ul. JUNACKA ";"7 ";"8";"53.98";"240000.00";"4446.09";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"II piętro, 2 pokoje, kuchnia, łazienka, przedpokój ora piwnica o pow.3.19m2;Obręb: 0033 - Leśnica, Ark.: 12, Nr dz.: 10/15;księga gruntowa: WR1K/00112976/0";"";"240000.00";"4446.09";"";"";"WR1K/00160366/2";"Sąd Rejonowy dla Wrocławia - Krzyków";"1259/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"54-020";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10/15";"214";"1120/10000
"
"";"2017-08-07";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Muchobór WieIki (38)";"18";"ul. JURIJA GAGARINA ";"14 ";"10";"34.85";"223000.00";"6398.85";"";"";"";"";"2";"";"";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"2 kondygnacja, pokój, pokój z aneksem kuchennym oraz łazienka;Obręb: 0038 - Muchobór WieIki, Ark.: 18, Nr dz.: 11/57,11/58;księga gruntowa: WR1K/00289431/9";"";"223000.00";"6398.85";"";"";"WR1K/00340691/5";"Sąd Rejonowy dla Wrocławia - Krzyków";"3324/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"54-620";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"11/57,11/58";"1400";"347/10000
"
"";"2017-07-07";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Muchobór Wielki (38)";"18";"ul. JURIJA GAGARINA ";"22 ";"9";"65.41";"55000.00";"840.85";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"cena za udział 35/100 w lokalu mieszkalnym;2 piętro, 3 pokoje w tym jeden z aneksem kuchennym i łazienka;Obręb: 0038 - Muchobór Wielki, Ark.: 18, Nr dz.: 36;księga gruntowa: WR1K/00039413/0";"";"55000.00";"840.85";"";"";"WR1K/00283809/8";"Sąd Rejonowy dla Wrocławia - Krzyków";"15630/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"54-620";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"36";"8032";"3290/1000000
"
"";"2017-06-20";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Muchobór Wielki (38)";"18";"ul. JURIJA GAGARINA ";"40 ";"6";"56.03";"179856.00";"3209.99";"";"";"";"";"2";"";"";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"brutto;2 kondygnacja, 2 pokoje w tym jeden z kuchnią, przedsionek, łazienka;Obręb: 0038 - Muchobór Wielki, Ark.: 18, Nr dz.: 37/1;księga gruntowa: WR1K/00242582/1";"";"179856.00";"3209.99";"";"";"WR1K/00352503/8";"Sąd Rejonowy dla Wrocławia - Krzyków";"4648/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"54-620";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"37/1";"4996";"5603/565314
"
"";"2017-07-21";"dolnośląskie";"Wrocław";"Wrocław-Psie Pole (delegatura)";"Wrocław-Psie Pole";"Psie Pole";"Poświętne (58)";"14";"ul. JUTROSINSKA ";"15 ";"3";"94.49";"500000.00";"5291.57";"";"";"";"";"6";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"1 piętro, 5 pokoi wtym dwóch połączonych,kuchnia wc, 2 łazienki,korytarz,komórka opow.8,70m2,;Obręb: 0058 - Poświętne, Ark.: 14, Nr dz.: 12/4,13/2;księga gruntowa: WR1K/00085295/3";"";"500000.00";"5291.57";"";"";"WR1K/00232375/4";"Sąd Rejonowy dla Wrocławia - Krzyków";"3717/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"51-124";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12/4,13/2";"1557";"684/10000
"
"";"2017-06-05";"dolnośląskie";"Wrocław";"Wrocław-Krzyki (delegatura)";"Wrocław-Krzyki";"Krzyki";"Klecina (15)";"20";"ul. JUTRZENKI ";"19a ";"10";"28.7";"219000.00";"7630.66";"";"";"";"";"1";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"2 piętro, pokój połączony z kuchnią, łazienka,przedpokój;Obręb: 0015 - Klecina, Ark.: 20, Nr dz.: 36/7;księga gruntowa: WR1K/00128853/7";"";"219000.00";"7630.66";"";"";"WR1K/00335342/6";"Sąd Rejonowy dla Wrocławia - Krzyków";"1026/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"52-311";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"36/7";"4783";"50/10000
"
"";"2017-06-23";"dolnośląskie";"Wrocław";"Wrocław-Krzyki (delegatura)";"Wrocław-Krzyki";"Krzyki";"Klecina (15)";"20";"ul. JUTRZENKI ";"19b ";"14";"47.1";"385000.00";"8174.10";"";"";"";"";"2";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"cena za udział w GW- osobno;1 piętro, 2 pokoje w tym jeden z aneksem kuchennym, połączony z przedpokojem,łazienka;Obręb: 0015 - Klecina, Ark.: 20, Nr dz.: 36/7;księga gruntowa: WR1K/00128853/7";"";"385000.00";"8174.10";"";"";"WR1K/00334644/6";"Sąd Rejonowy dla Wrocławia - Krzyków";"68542/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"52-311";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"36/7";"4783";"83/10000
"
"";"2017-06-26";"dolnośląskie";"Wrocław";"Wrocław-Krzyki (delegatura)";"Wrocław-Krzyki";"Krzyki";"Klecina (15)";"20";"ul. JUTRZENKI ";"19b ";"3a";"26.1";"190000.00";"7279.69";"";"";"";"";"1";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"pokój z aneksem kuchennym, połączony z przedpokojem,łazienka;Obręb: 0015 - Klecina, Ark.: 20, Nr dz.: 36/7;księga gruntowa: WR1K/00128853/7";"";"190000.00";"7279.69";"";"";"WR1K/00334030/9";"Sąd Rejonowy dla Wrocławia - Krzyków";"5367/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"52-311";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"36/7";"4783";"46/10000
"
"";"2017-08-07";"dolnośląskie";"Wrocław";"Wrocław-Krzyki (delegatura)";"Wrocław-Krzyki";"Krzyki";"Gaj (13)";"1";"ul. KAMIENNA ";"109 ";"46";"39.46";"220000.00";"5575.27";"";"";"";"";"2";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"5 piętro, pokój, pokój z aneksem kuchennym, łazienka, przedpokój;Obręb: 0013 - Gaj, Ark.: 1, Nr dz.: 5/92;księga gruntowa: WR1K/00111184/4";"";"220000.00";"5575.27";"";"";"WR1K/00270397/2";"Sąd Rejonowy dla Wrocławia - Krzyków";"84055/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-547";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"5/92";"6851";"34/10000
"
"";"2017-06-13";"dolnośląskie";"Wrocław";"Wrocław-Krzyki (delegatura)";"Wrocław-Krzyki";"Krzyki";"Południe (22)";"28";"ul. KAMIENNA ";"112a ";"15";"55.41";"277000.00";"4999.10";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"4 piętro, 2 pokoje, kuchnia, łazienka z wc i przedpokój;Obręb: 0022 - Południe, Ark.: 28, Nr dz.: 21;księga gruntowa: WR1K/00076113/8";"";"277000.00";"4999.10";"";"";"WR1K/00215961/4";"Sąd Rejonowy dla Wrocławia - Krzyków";"5530/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-547";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"21";"2609";"10805/1000000
"
