wroclaw	50-204	bulwar prof. jozefa zwierzyckiego	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	srodmiescie
wroclaw	50-204	pl. maxa borna	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	srodmiescie
wroclaw	50-205	ul. wojciecha cybulskiego	13	32765	18	32764	dolnoslaskie	wroclaw	wroclaw	srodmiescie
wroclaw	50-206	ul. straznicza	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	srodmiescie
wroclaw	50-206	ul. wojciecha cybulskiego	1	11	2	16	dolnoslaskie	wroclaw	wroclaw	srodmiescie
wroclaw	50-207	ul. stanislawa dubois	15	32765	12	32764	dolnoslaskie	wroclaw	wroclaw	srodmiescie
wroclaw	50-208	wyspa kepa mieszczanska	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	srodmiescie
wroclaw	50-208	ul. stanislawa dubois	1	13	2	10	dolnoslaskie	wroclaw	wroclaw	srodmiescie
wroclaw	50-209	ul. skladowa	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	srodmiescie
wroclaw	50-210	ul. kurkowa	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	srodmiescie
wroclaw	50-212	ul. otwarta	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	srodmiescie
wroclaw	50-213	ul. ptasia	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	srodmiescie
wroclaw	50-213	ul. srocza	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	srodmiescie
wroclaw	50-213	ul. podworcowa	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	srodmiescie
wroclaw	50-214	ul. kaszubska	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	srodmiescie
wroclaw	50-215	ul. pomorska	1	3	2	2	dolnoslaskie	wroclaw	wroclaw	srodmiescie
wroclaw	50-216	ul. pomorska	5	43	0	0	dolnoslaskie	wroclaw	wroclaw	srodmiescie
wroclaw	50-217	ul. pomorska	45	32765	0	0	dolnoslaskie	wroclaw	wroclaw	srodmiescie
wroclaw	50-218	ul. pomorska	0	0	4	38	dolnoslaskie	wroclaw	wroclaw	srodmiescie
wroclaw	50-219	ul. pomorska	0	0	40	32764	dolnoslaskie	wroclaw	wroclaw	srodmiescie
wroclaw	50-220	ul. lowiecka	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	srodmiescie
wroclaw	50-221	ul. bp. tomasza pierwszego	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	srodmiescie
wroclaw	50-221	pl. stanislawa staszica	0	0	2	28	dolnoslaskie	wroclaw	wroclaw	srodmiescie
wroclaw	50-222	pl. stanislawa staszica	0	0	30	32764	dolnoslaskie	wroclaw	wroclaw	srodmiescie
wroclaw	50-223	pl. stanislawa staszica	1	32765	0	0	dolnoslaskie	wroclaw	wroclaw	srodmiescie
wroclaw	50-224	pl. strzelecki	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	srodmiescie
wroclaw	50-225	ul. wladyslawa reymonta	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	psie pole
wroclaw	50-226	ul. wyb. jozefa conrada-korzeniowskiego	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	psie pole
wroclaw	50-226	ul. emila zegadlowicza	33	32765	38	32764	dolnoslaskie	wroclaw	wroclaw	psie pole
wroclaw	50-227	ul. kleczkowska	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	psie pole
wroclaw	50-228	ul. andrzeja struga	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	psie pole
wroclaw	50-228	ul. lucjana siemienskiego	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	psie pole
wroclaw	50-228	ul. emila zegadlowicza	1	31	2	36	dolnoslaskie	wroclaw	wroclaw	psie pole
wroclaw	50-229	ul. jozefa ignacego kraszewskiego	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	psie pole
wroclaw	50-230	ul. zdzislawa debickiego	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	psie pole
